编号	顾客人数	到来时刻	等待用时	就餐时刻	就餐用时  	离开时刻
001	    2		  11:00		  0:00		  11:00		  0:07		  11:07
002	    2		  11:01		  0:00		  11:01		  0:07		  11:08
003	    2		  11:01		  0:00		  11:01		  0:07		  11:08
004	    2		  11:01		  0:00		  11:01		  0:07		  11:08
005	    2		  11:01		  0:00		  11:01		  0:07		  11:08
006	    2		  11:01		  0:00		  11:01		  0:07		  11:08
007	    2		  11:01		  0:06		  11:07		  0:07		  11:14
008	    2		  11:02		  0:06		  11:08		  0:07		  11:15
009	    2		  11:02		  0:06		  11:08		  0:07		  11:15
010	    1		  11:03		  0:00		  11:03		  0:03		  11:06
